(0.02216,-1.33758)
(-0.692393,0.619366)
(0.41379,-0.420212)
(-1.35097,1.39154)
(-0.523796,1.3276)
(-0.871935,0.560267)
(-1.08047,0.168556)
(1.61007,-1.62115)
(1.91472,-1.00385)
(-0.670597,0.365641)
(-0.942287,1.50528)
(-0.995295,0.552)
(-0.0287256,0.669072)
(-0.0360667,-0.8059)
(0.207693,0.80998)
(0.0654527,-0.898652)
(-0.0172749,0.952063)
(0.279745,-1.62083)
(0.253781,-0.909385)
(0.473863,-1.01751)
(0.805393,0.516635)
(-1.2999,1.31232)
(-1.51509,1.38648)
(-0.209502,-0.540721)
(0.487445,-1.0637)
(0.82609,-1.18719)
(0.222668,0.606136)
(-0.37046,-0.836673)
(-0.0225898,0.856723)
(1.00028,-1.1803)
(-0.211664,1.15814)
(-0.345565,0.300495)
(-0.104891,-0.0090296)
(0.0161908,0.121595)
(-2.08075,0.176722)
(-0.824996,0.596243)
(-0.501346,0.39571)
(0.959104,0.392257)
(0.350516,0.10735)
(0.471598,0.237976)
(0.51052,-0.15615)
(1.33342,-0.313673)
(0.921414,-0.918011)
(0.980221,0.294876)
(1.04336,-0.410086)
(0.426587,-0.00281988)
(-0.383026,-0.344723)
(0.0782887,-0.158893)
(0.466007,-1.03439)
(0.524814,0.178496)
(-1.49838,0.169329)
(-0.641311,0.617993)
(-0.25432,0.169597)
(-0.816375,0.63626)
(-1.39507,-0.22559)
(-0.217423,0.112307)
(-0.331941,0.242868)
(0.273424,0.794569)
(0.201087,0.285977)
(-0.360968,0.75264)
(0.806266,-0.473648)
(0.251763,-0.398927)
(0.552414,-0.2295)
(-0.203644,-0.515307)
(-0.868144,0.731399)
(-1.07374,0.826741)
(-1.07047,0.652456)
(1.04114,-0.894821)
(1.69045,-0.317678)
(1.67862,-0.573044)
(-1.16821,0.806807)
(-1.58641,0.927837)
(-1.04632,0.556386)
(0.708383,-0.472153)
(-0.152003,-0.160919)
(-1.2717,-0.377981)
(-0.39441,-0.0120675)
(-0.439111,0.657959)
(0.704528,0.115461)
(-0.325777,-0.534804)
(-0.310082,0.0689832)
(-1.14896,-0.394263)
(0.2446,-0.27782)
(0.437474,-0.0571144)
(-0.412737,0.847779)
(0.150049,0.94696)
(-0.615062,0.768836)
(0.585738,-1.0112)
(0.417119,-0.68444)
(1.22321,-0.689424)
(-0.712801,0.923187)
(0.027313,0.963242)
(-0.590912,0.672766)
(0.252977,-0.588533)
(1.2387,-0.682397)
(-1.8554,0.173334)
(1.75137,-0.783493)
(-0.663003,0.944332)
(-0.208703,0.228983)
(-0.984862,0.796226)
(1.14767,-0.837525)
(-0.74131,-0.32168)
(0.172926,-0.824454)
(0.681843,0.125936)
(-0.769845,0.366231)
(0.973511,-1.76941)
(-2.53199,1.80578)
(-1.49033,0.911639)
(-0.252139,-0.213163)
(0.132633,-0.351645)
(0.0702648,0.932752)
(-1.38973,0.233237)
(2.41763,-1.28928)
(-0.762206,0.60392)
(1.08922,0.0335299)
(0.585114,-0.83016)
(-1.69583,0.873858)
(-1.93962,1.07789)
(0.180848,-0.155478)
(0.148524,0.171995)
(-0.223625,-0.0101989)
(-1.07,-0.237867)
(1.40917,0.256389)
(-1.6205,0.894816)
(1.32237,-1.31263)
(-0.668626,0.011582)
(-0.895546,-0.448651)
(-1.10765,0.930492)
(0.13915,0.426433)
(-0.202719,0.944444)
(0.308284,-0.244827)
(-0.686529,0.50262)
(-0.777277,-0.710267)
(-0.65098,0.915336)
(-0.66411,0.112603)
(-0.0516491,0.806846)
(-0.287521,-0.825367)
(0.628332,-0.708074)
(-1.22525,0.249851)
(-2.07658,1.92216)
(-0.226101,1.01763)
(0.58804,-0.235265)
(-1.84514,0.116857)
(1.32437,-1.51342)
(0.633814,-0.0828502)
(-1.24043,0.990238)
(-0.34437,1.27925)
(0.60393,0.288375)
(-0.296935,0.826123)
(1.14982,-0.651881)
(-1.31263,0.693181)
(-1.10738,-0.203472)
(1.04791,0.00772758)
(0.607442,-1.6512)
(1.65529,-0.767295)
(-0.618208,-0.0949543)
(0.436334,0.814544)
(-2.58259,1.14494)
(-0.396137,0.485712)
(0.219045,-0.711951)
(2.10457,-0.933541)
(-0.185221,-0.0372695)
(-2.88287,1.28595)
(2.53553,-1.41717)
(-1.91339,1.33833)
(2.36652,-0.910435)
(1.1196,-0.430564)
(-0.939109,0.650123)
(-1.10107,0.100547)
(1.04383,-0.21389)
(0.429714,-0.827407)
(-0.35953,0.991229)
(-1.2255,0.324118)
(0.325538,0.538468)
(-0.129976,-0.366447)
(-1.55136,1.39639)
(1.48118,-1.56021)
(1.91111,-1.02682)
(-0.645666,0.216927)
(0.588424,-0.33027)
(3.04782,-1.1416)
(-2.70049,1.27283)
(-1.54732,1.22012)
(0.753533,-0.312356)
(-0.57304,0.531914)
(-3.01764,1.45765)
(3.11901,-2.37559)
(-2.9349,1.89702)
(1.27517,-0.759173)
(-1.39468,0.194365)
(0.631763,-0.994661)
(2.22609,-1.30627)
(0.419659,0.384482)
(-1.75341,1.56364)
(-2.47949,2.0134)
(-0.939269,0.310745)
(3.1826,-1.3133)
(2.75294,-2.25738)
(0.909101,-0.640964)
(4.08439,-1.80166)
(-0.838851,1.41859)
(1.26198,-0.767545)
(-2.19587,1.17175)
(2.33016,-0.47837)
(-1.48864,1.30162)
(-0.0207546,0.200604)
(-1.29398,-0.0989867)
(2.61029,-1.8706)
(0.806575,-0.883925)
(1.87476,-0.59475)
(-4.24935,1.65731)
(-0.472782,1.30038)
(-1.8298,1.05355)
(-3.09623,1.68019)
(2.38935,-1.52818)
(-2.17523,0.82646)
(1.37456,-1.13861)
(-1.6321,0.339015)
(0.777629,-1.21275)
(1.36621,-0.255084)
(0.457597,0.179664)
(-1.89928,1.78173)
(-1.71982,0.94284)
(-1.17669,0.455395)
(3.26118,-1.53584)
(2.02328,-1.40997)
(1.00849,-1.02041)
(-1.8037,1.29277)
(1.77329,-1.32178)
(1.31488,-1.12625)
(-0.317374,0.193395)
(0.232935,-0.183074)
(2.25104,-1.79608)
(-2.21596,1.90733)
(-2.15345,0.556693)
(1.36767,0.113718)
(-1.15293,0.0658577)
(-2.15271,1.37127)
(1.98004,-1.39882)
(2.18919,-1.22666)
(-0.85952,0.433078)
(0.786278,-0.481484)
(1.96759,-1.19814)
(-1.82668,1.41495)
(-2.22114,1.36306)
(-2.38746,1.67192)
(-0.821307,0.302207)
(2.7159,-1.90829)
(3.50774,-1.91442)
(1.62359,-0.0542646)
(-2.44588,1.49008)
(-2.51212,2.22128)
(-1.22552,0.511504)
(2.21469,-1.43741)
(3.25362,-1.70787)
(0.662684,-1.20833)
(1.99432,-0.72487)
(-3.80047,2.21278)
(-1.14696,0.469948)
(-2.67889,0.346202)
(3.49637,-1.88486)
(1.34644,-1.07757)
(2.24939,-0.845054)
(-3.18735,1.76341)
(-2.58238,1.48417)
(-2.08013,0.826327)
(-1.26906,0.461851)
(3.12458,-2.07134)
(2.84612,-0.900002)
(1.82333,-0.27308)
(-2.68287,1.65971)
(-2.01423,1.14451)
(-1.53533,0.640762)
(2.40561,-1.72752)
(0.948808,-1.00804)
(-1.43764,1.17457)
(1.40722,-1.20357)
(0.0486946,0.0751864)
(-0.133134,-0.064865)
(-2.02139,1.55371)
(-1.85507,1.24485)
(-0.455239,0.183998)
(0.296615,-1.09012)
(2.88755,-1.58966)
(1.62825,-0.606662)
(-1.71407,0.708119)
(-2.21631,1.36597)
(-0.902988,0.343642)
(-1.78738,0.438484)
(1.88497,-1.67787)
(-1.8499,1.78912)
(1.0016,0.231927)
(-0.786859,-0.0523509)
(3.14167,-1.79621)
(2.34983,-1.79008)
(1.25752,0.063944)
(-0.780893,0.351739)
(-3.4344,2.09457)
(-2.31282,0.227993)
(2.48005,-0.781793)
(2.75851,-1.95313)
(1.45726,-0.154871)
(1.82312,-1.10845)
(-1.78664,1.25307)
(1.61397,-1.28061)
(-0.493451,0.314869)
(0.420209,-0.363276)
(-2.14605,2.10307)
(-2.07981,1.37187)
(-0.859446,0.393295)
(0.980367,-0.959358)
(3.1303,-1.76665)
(1.88332,-0.726845)
(-1.64817,1.0263)
(-2.3168,1.5415)
(-1.16926,0.522554)
(1.60152,-1.07993)
(-1.46061,1.29674)
(1.84862,-1.3192)
(-2.82128,1.6452)
(2.03954,-1.60931)
(2.15526,-0.770607)
(1.94693,-0.447597)
(0.420111,0.48048)
(0.244482,0.28527)
(-0.993591,-0.124468)
(0.268026,-1.18745)
(0.877165,-0.854249)
(1.49153,-0.563977)
(-0.0352957,0.364099)
(-2.32022,0.626263)
(-3.15398,0.751882)
(-2.71496,1.34631)
(-1.42229,-0.610217)
(0.785021,-0.0614955)
(1.43891,-0.506902)
(0.742386,1.30004)
(-1.90667,0.630474)
(-2.25955,1.46269)
(-0.966886,-0.493837)
(3.31893,-0.607538)
(2.48368,-1.10262)
(2.09473,-0.660868)
(1.11901,0.179779)
(-0.423408,0.681867)
(-1.5891,0.317309)
(-0.116044,-0.553054)
(1.54506,-1.25085)
(1.63932,-0.777248)
(0.663605,0.0633994)
(-2.64863,0.958273)
(-2.08395,0.853423)
(1.25861,-0.237986)
(-1.62854,0.969803)
(2.67817,-1.19974)
(2.91611,-1.28159)
(1.40533,-0.0061086)
(-2.89966,1.39149)
(-3.52195,0.804432)
(-2.00771,-0.360038)
(2.97986,-1.2405)
(3.39611,-1.36818)
(1.51485,-0.124003)
(-2.52826,0.942619)
(-1.68148,0.614107)
(-0.544101,0.840952)
(-0.143436,-0.444613)
(2.22568,-1.0732)
(1.11916,-0.568842)
(0.737584,0.827908)
(-1.53546,0.426364)
(-0.684625,0.862948)
(-0.567781,-0.660416)
(1.40357,-0.400362)
(2.22276,-1.31612)
(1.66575,-1.40993)
(0.949926,-0.122489)
(-2.44426,1.50787)
(-2.2408,1.13782)
(-1.5523,-0.243658)
(2.52446,-1.35688)
(1.80627,-1.43193)
(1.05944,-0.240383)
(-2.07286,1.059)
(-3.08107,1.13725)
(3.68691,-0.660087)
(-3.56107,1.22383)
