(0,0)
(8.89647e-06,-0.124481)
(-0.0425225,-0.0591687)
(-0.175322,-0.22191)
(0.128158,0.0778135)
(-0.0336449,-0.121266)
(-0.0246555,-0.200563)
(0.108403,-0.0407879)
(0.063206,-0.177974)
(0.0974562,0.431136)
(0.398789,0.32369)
(-0.234196,0.213958)
(-0.228101,0.439744)
(0.0565081,-0.0275247)
(-0.0350606,-0.0725454)
(0.0421248,-0.170933)
(0.0330767,-0.0183208)
(0.228944,0.106391)
(0.110212,0.0376688)
(-0.321727,-0.166952)
(-0.657972,-0.0728263)
(0.0209019,0.0151598)
(0.00412428,-0.0291787)
(0.123117,-0.0594642)
(-0.0260954,-0.107089)
(0.0919674,0.116044)
(-0.120146,0.112975)
(-0.102211,-0.23256)
(-0.0338611,-0.411495)
(0.0236359,-0.0115214)
(0.0175342,-0.0394858)
(0.0920001,-0.0490552)
(0.0273225,-0.0360194)
(-0.018353,0.0364748)
(-0.0362215,0.0266052)
(0.0825039,-0.187041)
(0.228565,-0.108406)
(-0.300023,-0.275182)
(0.384214,0.117603)
(-0.0263968,-0.0388552)
(-0.0428391,-0.139859)
(0.0230347,-0.0314179)
(0.0105275,-0.117864)
(0.474149,0.102774)
(-0.459473,0.5008)
(-0.0284671,-0.22989)
(0.104358,0.0478166)
(0.108852,0.0476709)
(0.151909,0.00321491)
(-0.681282,-0.0774376)
(0.199943,-0.0606047)
(-0.265899,-0.0952634)
(0.0717266,0.0457328)
(-0.0904799,0.0734911)
(0.132108,-0.545496)
(0.104334,-0.0724233)
(-0.142943,-0.069717)
(0.013563,0.00173208)
(-0.00769279,0.0215241)
(0.211276,-0.0391985)
(-0.175322,-0.22191)
(0.128158,0.0778135)
(0.0263968,0.0388552)
(0.0428391,0.139859)
(-0.0230347,0.0314179)
(-0.0105275,0.117864)
(0.398789,0.32369)
(-0.228101,0.439744)
(0.0421248,-0.170933)
(0.0330767,-0.0183208)
(-0.108852,-0.0476709)
(-0.151909,-0.00321491)
(-0.657972,-0.0728263)
(0.123117,-0.0594642)
(-0.0260954,-0.107089)
(-0.0717266,-0.0457328)
(0.0904799,-0.0734911)
(-0.0338611,-0.411495)
(0.0920001,-0.0490552)
(0.0273225,-0.0360194)
(-0.013563,-0.00173208)
(0.00769279,-0.0215241)
(0.228565,-0.108406)
(8.89647e-06,-0.124481)
(-0.0425225,-0.0591687)
(0.0336449,0.121266)
(0.0246555,0.200563)
(-0.108403,0.0407879)
(-0.063206,0.177974)
(0.0974562,0.431136)
(-0.234196,0.213958)
(0.0565081,-0.0275247)
(-0.0350606,-0.0725454)
(-0.228944,-0.106391)
(-0.110212,-0.0376688)
(-0.321727,-0.166952)
(0.0209019,0.0151598)
(0.00412428,-0.0291787)
(-0.0919674,-0.116044)
(0.120146,-0.112975)
(-0.102211,-0.23256)
(0.0236359,-0.0115214)
(0.0175342,-0.0394858)
(0.018353,-0.0364748)
(0.0362215,-0.0266052)
(0.0825039,-0.187041)
(-5.74428e-17,-1.38967e-17)
(-2.40429e-16,-7.71125e-17)
(2.15605e-16,-4.01291e-17)
(-7.2124e-17,-1.57129e-17)
(0.112541,0.452007)
(0.367509,0.209445)
(-0.254952,0.336516)
(-0.0023033,0.406631)
(7.61896e-17,-1.24165e-16)
(1.56787e-17,-2.35357e-17)
(-7.63708e-17,-7.5187e-17)
(-0.380707,-0.223017)
(-0.589039,-0.00434048)
(4.93506e-17,-1.50381e-16)
(-1.03725e-16,1.99198e-16)
(1.02176e-16,-1.79597e-17)
(-0.0246041,-0.279433)
(-0.0368791,-0.387287)
(1.05036e-16,5.93405e-17)
(2.54764e-17,-1.62597e-17)
(-8.86361e-17,-1.65729e-17)
(0.168029,-0.190093)
(0.321961,-0.0175966)
(5.46698e-17,2.04855e-16)
(7.67883e-17,-8.00736e-17)
(4.35708e-17,8.17762e-17)
(0.277539,-0.226544)
(0.0126467,0.262195)
(1.11891e-16,-3.43548e-17)
(5.39284e-17,1.51727e-17)
(-0.592587,0.194416)
(3.62057e-17,-1.01886e-16)
(-3.59807e-17,-2.10315e-16)
(0.00633083,-0.557612)
(1.24572e-16,-2.19854e-16)
(-9.25198e-17,1.45404e-16)
(0.282409,0.154077)
(-5.35988e-22,-2.83375e-17)
(-9.10226e-17,4.2736e-17)
(-1.91517e-17,2.48027e-18)
(0.367509,0.209445)
(-0.0023033,0.406631)
(1.55003e-16,-1.06906e-17)
(-2.79337e-17,8.24486e-17)
