-0.707107 -0.707107 6.93889e-18 -9.476e-12 -3.66618e-11 -9.44492e-12 -3.65518e-11 0.0923007 0.0801852 3.78666e-11 3.77524e-11 0.122266
-0.727446 -0.686152 -8.23994e-18 -2.90651e-14 -1.16147e-13 -1.53096e-14 -6.87031e-14 -0.0909894 0.251911 1.19729e-13 7.03882e-14 0.26784
-0.747114 -0.664684 1.37965e-17 -1.74939e-14 -7.50569e-14 -9.54701e-15 -4.64424e-14 -0.149664 0.288113 7.70686e-14 4.74136e-14 0.324667
-0.766113 -0.642701 6.47811e-18 -1.17099e-14 -5.59266e-14 -7.71246e-15 -3.97691e-14 -0.123965 0.234572 5.71394e-14 4.051e-14 0.265313
-0.784441 -0.620203 1.03643e-17 -7.86703e-15 -4.38877e-14 -5.9924e-15 -3.39214e-14 -0.0496701 0.132012 4.45872e-14 3.44467e-14 0.141048
-0.802098 -0.597191 -3.95395e-18 -5.07851e-15 -3.54992e-14 -3.55433e-15 -2.56675e-14 0.0410796 0.0170583 3.58606e-14 2.59124e-14 0.0444806
-0.819086 -0.573665 -4.58075e-18 -2.84874e-15 -2.88567e-14 -1.15888e-17 -1.3519e-14 0.119102 -0.0770109 2.8997e-14 1.3519e-14 0.141831
-0.835403 -0.549624 -7.53521e-18 -6.05939e-16 -2.16965e-14 4.99162e-15 3.90741e-15 0.157625 -0.119633 2.1705e-14 6.33909e-15 0.197884
-0.851049 -0.525069 -1.63715e-17 2.757e-15 -9.71397e-15 1.20508e-14 2.88931e-14 0.131835 -0.0824522 1.00976e-14 3.13055e-14 0.155495
-0.866025 -0.5 -1.38778e-17 1.01252e-14 1.84171e-14 2.26173e-14 6.71426e-14 0.0184955 0.061114 2.10169e-14 7.08496e-14 0.0638514
-0.686152 -0.727446 -8.29415e-18 -1.18438e-14 -7.1686e-14 1.34842e-14 1.8274e-14 -0.0889154 0.131234 7.26578e-14 2.27104e-14 0.158519
-0.69507 -0.69507 -8.0502e-18 -1.43511e-14 -6.24425e-14 6.89177e-15 4.10438e-15 -0.00606242 0.358699 6.40704e-14 8.02137e-15 0.35875
-0.705597 -0.664427 -4.79759e-18 -1.19845e-14 -5.1165e-14 2.7012e-15 -6.17136e-15 0.127683 0.471715 5.25498e-14 6.73663e-15 0.48869
-0.717733 -0.635517 -8.5652e-18 -8.96828e-15 -4.08917e-14 2.51299e-16 -1.28548e-14 0.284004 0.503748 4.18636e-14 1.28573e-14 0.578291
-0.731477 -0.608341 -2.08353e-17 -6.254e-15 -3.22439e-14 -5.25391e-16 -1.57828e-14 0.434849 0.489486 3.28448e-14 1.57915e-14 0.654744
-0.746831 -0.582897 -1.44351e-17 -4.10531e-15 -2.52306e-14 4.86063e-16 -1.44855e-14 0.553706 0.46317 2.55624e-14 1.44936e-14 0.721885
-0.763794 -0.559185 -1.33221e-17 -2.51203e-15 -1.95073e-14 3.58822e-15 -8.06876e-15 0.616687 0.457099 1.96684e-14 8.83064e-15 0.767621
-0.782367 -0.537207 6.54587e-18 -1.25989e-15 -1.42063e-14 9.35738e-15 5.22241e-15 0.603327 0.500387 1.4262e-14 1.07161e-14 0.783831
-0.802548 -0.516962 -1.35525e-17 4.14708e-16 -7.0476e-15 1.92615e-14 2.96008e-14 0.497081 0.618085 7.05979e-15 3.53159e-14 0.79317
-0.824338 -0.49845 4.87891e-19 4.91478e-15 9.06082e-15 3.76806e-14 7.78241e-14 0.285501 0.830665 1.03079e-14 8.64663e-14 0.878359
-0.664684 -0.747114 1.63443e-17 5.50388e-16 -2.37242e-14 1.43684e-14 2.3115e-14 -0.145106 0.133233 2.37306e-14 2.72168e-14 0.196994
-0.664427 -0.705597 -3.97089e-18 -5.42317e-15 -2.94671e-14 1.01263e-14 1.39861e-14 0.026545 0.350371 2.9962e-14 1.72671e-14 0.351375
-0.667497 -0.667497 1.24751e-17 -6.3346e-15 -2.81319e-14 6.1137e-15 5.42742e-15 0.225708 0.477919 2.88363e-14 8.17522e-15 0.528536
-0.673892 -0.632815 1.0449e-17 -5.35934e-15 -2.41838e-14 3.16274e-15 -1.31502e-15 0.42663 0.538319 2.47705e-14 3.42523e-15 0.686878
-0.683614 -0.60155 2.87102e-18 -3.86115e-15 -1.95409e-14 1.74657e-15 -5.47981e-15 0.602723 0.55833 1.99188e-14 5.75142e-15 0.821588
-0.696661 -0.573703 -1.0917e-17 -2.49204e-15 -1.51048e-14 2.3064e-15 -6.28848e-15 0.728927 0.566685 1.5309e-14 6.69809e-15 0.923291
-0.713035 -0.549274 -3.89635e-19 -1.57106e-15 -1.12695e-14 5.43668e-15 -2.62164e-15 0.78387 0.591515 1.13785e-14 6.03577e-15 0.982009
