-0.707107 -0.707107 6.93889e-18 -1.79081e-11 -1.06213e-11 -1.7908e-11 -1.06425e-11 0.139016 -0.877061 2.08209e-11 2.08317e-11 0.88801
-0.727446 -0.686152 -8.23994e-18 -8.12765e-15 9.33546e-15 -2.07276e-14 -1.06959e-14 -0.108458 -1.08166 1.23778e-14 2.33245e-14 1.08709
-0.747114 -0.664684 1.37965e-17 1.65511e-15 1.02339e-14 -5.85172e-15 5.10529e-16 -0.36411 -1.27136 1.03669e-14 5.87394e-15 1.32248
-0.766113 -0.642701 6.47811e-18 2.18984e-15 6.272e-15 -7.31679e-16 5.12157e-15 -0.616112 -1.43711 6.64329e-15 5.17357e-15 1.56361
-0.784441 -0.620203 1.03643e-17 6.38708e-16 1.70039e-15 1.77454e-15 7.37121e-15 -0.853802 -1.57064 1.81639e-15 7.5818e-15 1.7877
-0.802098 -0.597191 -3.95395e-18 -1.58463e-15 -2.73125e-15 3.07291e-15 8.02634e-15 -1.06746 -1.6643 3.15765e-15 8.59447e-15 1.97721
-0.819086 -0.573665 -4.58075e-18 -3.9564e-15 -6.77583e-15 3.68353e-15 7.37597e-15 -1.24812 -1.71094 7.84633e-15 8.24459e-15 2.11781
-0.835403 -0.549624 -7.53521e-18 -6.17218e-15 -1.04123e-14 3.82619e-15 5.43177e-15 -1.38742 -1.70379 1.21042e-14 6.64408e-15 2.19723
-0.851049 -0.525069 -1.63715e-17 -8.08407e-15 -1.40311e-14 3.59742e-15 1.99436e-15 -1.47747 -1.63638 1.61934e-14 4.11326e-15 2.20469
-0.866025 -0.5 -1.38778e-17 -9.25541e-15 -1.85084e-14 3.29152e-15 -3.30228e-15 -1.51076 -1.50244 2.06936e-14 4.66253e-15 2.13066
-0.686152 -0.727446 -8.29415e-18 -1.88942e-14 -1.44482e-14 -8.6405e-15 -1.7726e-14 0.369016 -0.676994 2.37853e-14 1.97198e-14 0.771034
-0.69507 -0.69507 -8.0502e-18 -3.76377e-15 4.82482e-15 -4.69448e-15 -8.46861e-15 0.246881 -0.876736 6.11922e-15 9.68274e-15 0.910833
-0.705597 -0.664427 -4.79759e-18 1.50974e-16 7.37213e-15 -2.84408e-15 -3.23926e-15 0.0742834 -1.11272 7.37368e-15 4.31063e-15 1.11519
-0.717733 -0.635517 -8.5652e-18 9.27003e-16 5.71237e-15 -1.67285e-15 5.14453e-17 -0.136425 -1.36085 5.7871e-15 1.67364e-15 1.36767
-0.731477 -0.608341 -2.08353e-17 4.36612e-16 2.80575e-15 -8.61665e-16 1.93295e-15 -0.372212 -1.59748 2.83952e-15 2.11631e-15 1.64027
-0.746831 -0.582897 -1.44351e-17 -6.57232e-16 -3.71143e-16 -2.9127e-16 2.515e-15 -0.619999 -1.80043 7.54785e-16 2.53181e-15 1.90419
-0.763794 -0.559185 -1.33221e-17 -2.07834e-15 -3.43883e-15 6.50122e-17 1.71181e-15 -0.867251 -1.94992 4.01809e-15 1.71304e-15 2.13408
