(0,0)
(1.17727135395752,1.93476804461504)
(-0.000457166320460665,0.00108638252004575)
(-0.000125780326619235,-0.00132487523559777)
(8.68168589521069e-05,0.000182624570788628)
(-7.56743134948632e-05,-0.00137936776505995)
(0.804230476299092,4.10251970207891)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.630234763785885,-1.34048774909971)
(0,0)
(0,0)
(0,0)
(0,0)
(0.0892127909147291,-0.0226854968368046)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.758657234622271,-1.60435086386593)
(0,0)
(0,0)
(0,0)
(0,0)
(0.489680922446351,-0.431980853050317)
(-0.00184911389988851,-0.000416428308635221)
(0.000950000597394798,0.000104122773406676)
(-7.22632562785322e-05,9.70286745028023e-05)
(0.0011821728390377,5.71376300269772e-05)
(1.15749728128397,-0.406908675432674)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.354733016335412,0.245895078353947)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.0133854608861179,-0.0254268496438202)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.424139245567969,0.295226565778074)
(0,0)
(0,0)
(0,0)
(0,0)
(0.32879353513202,0.588005640047997)
(-0.000875793192802324,-0.00130671949698954)
(0.00059856796197995,0.000517544135829208)
(-9.99140205745933e-05,-2.88369531257736e-05)
(0.000745689056416656,0.000685398053959492)
(0.207686465734366,1.22424157598824)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.17409973087806,-0.405162176789423)
(0,0)
(0,0)
(0,0)
(0,0)
(0.0262784617294658,-0.00510922748813921)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.209748954326382,-0.485023310128562)
(0,0)
(0,0)
(0,0)
(0,0)
(0.28900556299753,-0.253063216694355)
(-0.00147962896565566,3.84880609099131e-05)
(0.000772343068055249,-0.000126966834390927)
(-5.95559778056062e-05,8.74242054427283e-05)
(0.000951180561845422,-0.000194304971741194)
(0.681927905827936,-0.238884331916369)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.209333785643766,0.144208160405129)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.00775697410993271,-0.0149290318301481)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.250301101328505,0.173149509748754)
(0,0)
(0,0)
(0,0)
(0,0)
(0.457281632385954,2.29842130355134)
(1.22546016414171e-06,0.000740576007517092)
(0.000523577421891497,-0.000853504169325539)
(-0.000115458575616541,7.10627577280541e-05)
(0.000469922215097927,-0.000840044993065904)
(-0.256229367928943,-0.0551351960642045)
