0	-6.21147e-05
0.0006	-0.000186344
0.0012	-0.000310574
0.0018	-0.000372688
0.0024	-0.000496918
0.003	-0.000621147
0.0036	-0.000745376
0.0042	-0.000869606
0.0048	-0.000993835
0.0054	-0.00111806
0.006	-0.00124229
0.0066	-0.00136652
0.0072	-0.00149075
0.0078	-0.00161498
0.0084	-0.00173921
0.009	-0.00186343
0.0096	-0.00198766
0.0102	-0.00211189
0.0108	-0.00223612
0.0114	-0.00236034
0.012	-0.00248457
0.0126	-0.0026088
0.0132	-0.00273302
0.0138	-0.00285725
0.0144	-0.00298148
0.015	-0.0031057
0.0156	-0.00322993
0.0162	-0.00335415
0.0168	-0.00347838
0.0174	-0.0036026
0.018	-0.00372682
0.0186	-0.00385105
0.0192	-0.00397527
0.0198	-0.00409949
0.0204	-0.00422371
0.021	-0.00434793
0.0216	-0.00447216
0.0222	-0.00459638
0.0228	-0.0047206
0.0234	-0.00484482
0.024	-0.00496903
0.0246	-0.00509325
0.0252	-0.00521747
0.0258	-0.00534169
0.0264	-0.0054659
0.027	-0.00559012
0.0276	-0.00571434
0.0282	-0.00583855
0.0288	-0.00596276
0.0294	-0.00608698
0.03	-0.00621119
0.0306	-0.0063354
0.0312	-0.00645961
0.0318	-0.00658382
0.0324	-0.00670803
0.033	-0.00683224
0.0336	-0.00695645
0.0342	-0.00708066
0.0348	-0.00720487
0.0354	-0.00732907
0.036	-0.00745328
0.0366	-0.00757748
0.0372	-0.00770169
0.0378	-0.00782589
0.0384	-0.00795009
0.039	-0.00807429
0.0396	-0.00819849
0.0402	-0.00832269
0.0408	-0.00844689
0.0414	-0.00857109
0.042	-0.00869529
0.0426	-0.00881948
0.0432	-0.00894368
0.0438	-0.00906787
0.0444	-0.00919206
0.045	-0.00931625
0.0456	-0.00944044
0.0462	-0.00956463
0.0468	-0.00968882
0.0474	-0.00981301
0.048	-0.0099372
0.0486	-0.0100614
0.0492	-0.0101856
0.0498	-0.0103097
0.0504	-0.0104339
0.051	-0.0105581
0.0516	-0.0106823
0.0522	-0.0108065
0.0528	-0.0109306
0.0534	-0.0110548
0.054	-0.011179
0.0546	-0.0113032
0.0552	-0.0114273
0.0558	-0.0115515
0.0564	-0.0116757
0.057	-0.0117999
0.0576	-0.011924
0.0582	-0.0120482
0.0588	-0.0121724
0.0594	-0.0122965
0.06	-0.0124207
0.0606	-0.0125448
0.0612	-0.012669
0.0618	-0.0127932
0.0624	-0.0129173
0.063	-0.0130415
0.0636	-0.0131656
0.0642	-0.0132898
0.0648	-0.0134139
0.0654	-0.0135381
0.066	-0.0136622
0.0666	-0.0137864
0.0672	-0.0139105
0.0678	-0.0140347
0.0684	-0.0141588
0.069	-0.0142829
0.0696	-0.0144071
0.0702	-0.0145312
0.0708	-0.0146553
0.0714	-0.0147795
0.072	-0.0149036
0.0726	-0.0150277
0.0732	-0.0151519
0.0738	-0.015276
0.0744	-0.0154001
0.075	-0.0155243
0.0756	-0.0156484
0.0762	-0.0157725
0.0768	-0.0158966
0.0774	-0.0160207
0.078	-0.0161448
0.0786	-0.016269
0.0792	-0.0163931
0.0798	-0.0165172
0.0804	-0.0166413
0.081	-0.0167654
0.0816	-0.0168895
0.0822	-0.0170136
0.0828	-0.0171377
0.0834	-0.0172618
0.084	-0.0173859
0.0846	-0.01751
0.0852	-0.0176341
0.0858	-0.0177582
0.0864	-0.0178823
0.087	-0.0180064
0.0876	-0.0181304
0.0882	-0.0182545
0.0888	-0.0183786
0.0894	-0.0185027
0.09	-0.0186268
0.0906	-0.0187508
0.0912	-0.0188749
0.0918	-0.018999
0.0924	-0.0191231
0.093	-0.0192471
0.0936	-0.0193712
0.0942	-0.0194952
0.0948	-0.0196193
0.0954	-0.0197434
0.096	-0.0198674
0.0966	-0.0199915
0.0972	-0.0201155
0.0978	-0.0202396
0.0984	-0.0203636
0.099	-0.0204877
0.0996	-0.0206117
0.1002	-0.0207358
0.1008	-0.0208598
0.1014	-0.0209838
0.102	-0.0211079
0.1026	-0.0212319
0.1032	-0.0213559
0.1038	-0.02148
0.1044	-0.021604
0.105	-0.021728
0.1056	-0.021852
0.1062	-0.021976
0.1068	-0.0221
0.1074	-0.0222241
0.108	-0.0223481
0.1086	-0.0224721
0.1092	-0.0225961
0.1098	-0.0227201
0.1104	-0.0228441
0.111	-0.0229681
0.1116	-0.0230921
0.1122	-0.0232161
0.1128	-0.0233401
0.1134	-0.0234641
0.114	-0.023588
0.1146	-0.023712
0.1152	-0.023836
0.1158	-0.02396
0.1164	-0.024084
0.117	-0.0242079
0.1176	-0.0243319
0.1182	-0.0244559
0.1188	-0.0245798
0.1194	-0.0247038
0.12	-0.0248277
0.1206	-0.0249517
0.1212	-0.0250757
0.1218	-0.0251996
0.1224	-0.0253236
0.123	-0.0254475
0.1236	-0.0255714
0.1242	-0.0256954
0.1248	-0.0258193
0.1254	-0.0259432
0.126	-0.0260672
0.1266	-0.0261911
0.1272	-0.026315
0.1278	-0.026439
0.1284	-0.0265629
0.129	-0.0266868
0.1296	-0.0268107
0.1302	-0.0269346
0.1308	-0.0270585
0.1314	-0.0271824
0.132	-0.0273063
0.1326	-0.0274302
0.1332	-0.0275541
0.1338	-0.027678
0.1344	-0.0278019
0.135	-0.0279258
0.1356	-0.0280497
0.1362	-0.0281736
0.1368	-0.0282974
0.1374	-0.0284213
0.138	-0.0285452
