50610
 -1.879115280492848E-002   -1.495849127240236E-003
 -1.278759468288369E-002    5.068228466461299E-003
  1.908012150673373E-003   -7.880221884266804E-004
  3.162630943562545E-004    8.335197526828279E-004
 -2.222484811333577E-002    8.613450930902589E-003
  5.178053548798454E-002    7.867065892125519E-004
 -5.611138126571736E-003   -1.052651664910263E-002
 -3.038804080586007E-003   -6.297667161738460E-003
  2.692092029239493E-003    1.404057842400869E-003
  7.317084471743680E-003   -1.080301296768701E-002
  5.815122320643221E-002   -5.103356221324786E-003
  2.434378938463383E-002   -1.782303799991270E-003
  8.122217747347955E-004    6.190073280902123E-004
 -2.585646580570508E-003   -6.932747599853683E-003
  2.931742779524943E-002   -8.101118561261009E-003
  1.287543115059616E-002   -7.676954057721174E-003
  1.818897414856156E-003   -8.978696928647075E-003
 -4.503969213353599E-003   -8.881618469260907E-003
  9.569524427497252E-004    1.960898275151283E-003
 -8.166683838225340E-004   -9.011449153590245E-004
 -7.576819402113114E-003   -1.505130285608820E-002
  1.189364896952321E-002    1.818324715509279E-002
  0.105318910399978        -5.793691826036882E-003
  1.989393873878029E-002   -1.372176834915180E-002
 -7.394124154127276E-004    1.208796993852077E-003
  8.728781960321436E-002   -1.523697897154618E-003
  2.209789401879578E-002   -6.088058751696185E-003
 -5.818910930182000E-003   -9.591514406698613E-003
 -5.384557335395956E-004   -3.310382417022486E-004
  2.303344491933917E-002   -1.628228095619391E-002
 -4.826238627716987E-003   -9.856267823838402E-003
 -2.585417505500787E-003   -3.161499984651569E-003
  4.396790475782170E-003    2.775163527688368E-003
  1.973522397070734E-003    5.462862405180705E-004
 -1.283814129879923E-003   -1.562407208510412E-003
 -2.816564695104615E-003   -3.785508931183503E-003
  5.122303870525729E-003    5.727411163416833E-004
 -1.169957794622014E-002    9.463397756589205E-003
 -8.996513669059921E-003    7.264369541280337E-002
  3.419251740944149E-002    3.602010673570857E-002
 -1.461194541667864E-003   -2.282800036030402E-003
 -5.796852927367788E-003    6.679098661072506E-002
  5.639194580450479E-003    6.126849619353784E-003
 -5.741727246981422E-003   -4.658140191724904E-004
 -3.636903067972941E-003   -4.148859357713204E-003
  2.466114647919452E-002    3.480017020196018E-002
 -9.611166470842203E-003   -1.511870561363906E-003
 -3.028663490349204E-003    2.377784679878794E-002
 -1.053516286356888E-002   -5.589364039494359E-003
 -6.409159648198372E-003    5.791823080095007E-003
  2.397061572112363E-003    1.713748978954863E-003
  2.075719527885868E-003   -1.706798704184657E-004
  3.375165131864733E-003    3.682187454393564E-003
  9.058313140027668E-003    8.281286033196947E-003
  7.772239487649333E-004    2.120614223203854E-004
 -8.670824403662724E-004   -1.742448072597823E-003
  5.339059015143791E-004    1.157126415805803E-004
  4.646599765664143E-003   -4.294103772484912E-003
  3.119361275985221E-004   -1.091364414133074E-003
 -2.633193200802880E-003   -4.857565413310275E-003
 -9.289223502325713E-003   -8.430307556465719E-003
  2.766087460585747E-003   -3.971932112696666E-003
  1.545933592524727E-002    8.400576458300913E-003
  1.932547269016756E-004   -6.973139602030984E-003
 -1.094007839019728E-003    1.013465863253537E-003
  1.012990951402203E-002    1.498672929325669E-003
  3.504830898596625E-002    5.335572131792542E-002
  3.149439133350115E-002    7.289729695965779E-003
 -2.192650473019237E-004    2.819882577997332E-005
  6.707213770362986E-003    8.189841043303852E-003
  2.427307771299502E-002    4.659325564773037E-003
  2.678411379407445E-002    2.593816394990331E-002
  6.923538365860426E-003    5.736114925372278E-003
 -1.771015314433302E-003    3.349564288587509E-002
  2.747689752661425E-002   -5.931973258506737E-003
  2.505967760439597E-002    7.858325227544621E-003
 -1.917630704519358E-003   -8.723282422649155E-005
  8.527619103027798E-002   -8.534842317418270E-003
 -3.685196001621883E-002    2.058576018791146E-002
 -4.339387324186017E-003    9.021568464852745E-003
 -2.394130491501945E-003   -1.588508501462334E-003
  3.120548675527875E-002   -2.387723710227135E-002
 -4.872304176349959E-003    5.013128901834170E-003
 -3.178919294049151E-003   -3.285349802826475E-004
  1.123258288160934E-003    1.186808057085846E-003
 -6.676746408036003E-003   -7.213778992816942E-004
 -1.217812743655810E-002    3.319935830105842E-002
 -1.843289858313683E-003    6.188607042089053E-003
  2.764004148324115E-004   -1.106592055371662E-003
 -5.997771865099564E-003    6.543414704098223E-002
  5.931970004124003E-003   -1.384239077061144E-002
 -4.926969933960153E-003   -2.610976288393564E-003
 -4.262606419773034E-003   -5.271893326152650E-003
  2.811040508610546E-002    3.411530510946989E-002
 -1.087897851221583E-003   -1.270971872108904E-002
  2.105440007627399E-002    2.162054180151178E-002
  2.308560008098467E-002   -7.063674321533713E-003
 -7.433024391943994E-003   -5.643162165842987E-003
  7.193298103015136E-005    9.104423499649817E-004
 -1.024743338918133E-002   -3.193084650714938E-002
 -1.455330296899602E-002   -8.213734784723765E-003
  7.115539232786442E-003   -1.766190864518864E-003
  9.871207303527180E-005    6.476795809219863E-003
  2.411368316592842E-003    3.598372328513661E-003
  4.536834427731624E-004   -2.062675290650155E-003
  4.062612533185189E-003    2.092007974228757E-003
  1.323925477581270E-003    6.099630039251728E-004
 -9.342599518020523E-004   -3.556138555633664E-003
  2.663021815226528E-002    1.562631995406185E-002
  4.466695419984661E-003    1.227964471521277E-003
 -2.648754391275744E-003   -4.167741913747065E-004
  6.108842491785760E-002    4.874050918552408E-002
  2.603067102840511E-002    2.507314274969877E-002
  2.324072705825139E-003    1.608419749934832E-003
  1.915889767727750E-002   -2.921228113837518E-002
  3.148175273734131E-002    4.633155682076989E-002
  1.890416927555122E-002    3.347554591674858E-002
 -2.108557401368231E-003   -1.218195622964097E-002
  2.192619029431093E-002    3.239577108389641E-003
  2.718412664694805E-002    2.832933988013962E-002
 -1.732812503859067E-002   -9.959479643667097E-003
 -3.152957768751119E-003    4.958426108065213E-004
 -9.535450628160457E-004   -1.488225843328156E-003
 -7.165653550568907E-002    2.753484916118985E-002
  9.035970778259436E-002    2.093366859842430E-002
  5.835257939629945E-002    7.958218668881131E-003
  6.864697295697279E-002    4.859242470508315E-002
 -4.480529817746117E-003    4.508099798830442E-002
 -1.475902018017390E-002   -1.897240558766353E-002
  2.695619349820546E-002   -1.677464884419489E-002
 -1.001231589730538E-002   -3.864601826303103E-004
 -3.436275150755772E-003    1.033010539057223E-002
  5.894771007700754E-004    2.090474038624255E-004
 -2.435725049979658E-003   -3.410897324864022E-003
 -3.080456697237336E-003   -5.316168459250325E-003
 -4.215746222588877E-003   -4.018492493842531E-002
 -3.110854862553559E-002    5.912704401996288E-002
  1.736707312142016E-002    5.949816136478045E-002
 -4.071589821775825E-002    4.766281070635227E-002
 -1.953300542172545E-002    8.643666468637602E-003
  7.371596585761328E-003   -6.295845493345650E-003
  1.902853258766444E-003    2.652267847073189E-002
